seed;plat;lin;solv;fitness1;ene;obs;ene_destvest;obs_destvest;fitness2;time
556;75;0.901863;1;0.0981368;20;15;0.894427;0.632456;1.52688;0.298532
557;75;0.93158;1;0.0684197;20;15;0.632456;0.894427;1.52688;0.305359
558;75;0.924382;1;0.0756183;20;15;0;1.67332;1.67332;0.293581
559;75;0.892527;1;0.107473;20;15;0.894427;0.632456;1.52688;0.286501
560;75;0.923588;1;0.0764119;20;15;1.09545;0.894427;1.98987;0.271557
561;75;0.899975;1;0.100025;20;15;0.894427;1.67332;2.56775;0.290006
562;75;0.923721;1;0.0762792;20;15;1.09545;0;1.09545;0.296225
563;75;0.924575;1;0.0754252;20;15;0;2.75681;2.75681;0.275931
564;75;0.944929;1;0.0550711;20;15;0;1.41421;1.41421;0.279147
565;75;0.939297;1;0.0607035;20;15;0;1.41421;1.41421;0.282067
566;75;0.923229;1;0.0767714;20;15;0.632456;1.41421;2.04667;0.296929
567;75;0.913507;1;0.0864926;20;15;0;1.67332;1.67332;0.297338
568;75;0.888393;1;0.111607;20;15;0;1.09545;1.09545;0.286372
569;75;0.946026;1;0.0539744;20;15;0;0.894427;0.894427;0.286128
570;75;0.917744;1;0.0822559;20;15;0;1.67332;1.67332;0.297125
571;75;0.90865;1;0.0913498;20;15;0;1.89737;1.89737;0.316181
572;75;0.924011;1;0.0759889;20;15;0;1.41421;1.41421;0.326915
573;75;0.942278;1;0.0577221;20;15;2.44949;1.09545;3.54493;0.312312
574;75;0.937177;1;0.0628232;20;15;0;2.19089;2.19089;0.329339
575;75;0.908515;1;0.0914848;20;15;0;1.41421;1.41421;0.350592
576;75;0.939998;1;0.0600019;20;15;0.632456;2.09762;2.73007;0.337919
577;75;0.929107;1;0.0708927;20;15;0;0.894427;0.894427;0.304878
578;75;0.913443;1;0.0865569;20;15;1.67332;1.41421;3.08753;0.276742
579;75;0.935749;1;0.0642511;20;15;0;1.78885;1.78885;0.274646
580;75;0.911947;1;0.0880532;20;15;0;0.894427;0.894427;0.28446
581;75;0.956027;1;0.0439729;20;15;1.67332;0.632456;2.30578;0.278533
582;75;0.926049;1;0.0739509;20;15;0.632456;1.41421;2.04667;0.286261
583;75;0.923453;1;0.0765469;20;15;0.632456;0.894427;1.52688;0.292508
584;75;0.929816;1;0.0701841;20;15;2.09762;1.78885;3.88647;0.291657
585;75;0.93244;1;0.0675596;20;15;0;0.632456;0.632456;0.291448
586;75;0.922698;1;0.0773021;20;15;1.09545;1.54919;2.64464;0.287382
587;75;0.912536;1;0.0874642;20;15;0;0.894427;0.894427;0.292066
588;75;0.915105;1;0.0848954;20;15;0;1.67332;1.67332;0.279605
589;75;0.929419;1;0.070581;20;15;0;1.78885;1.78885;0.282715
590;75;0.916065;1;0.0839353;20;15;0;1.09545;1.09545;0.293042
591;75;0.917982;1;0.0820183;20;15;1.09545;1.26491;2.36036;0.306008
592;75;0.92183;1;0.0781702;20;15;0;0.632456;0.632456;0.284743
593;75;0.930141;1;0.0698595;20;15;1.09545;1.26491;2.36036;0.282211
594;75;0.92342;1;0.0765799;20;15;0;1.89737;1.89737;0.291931
595;75;0.902194;1;0.0978056;20;15;0.632456;0.894427;1.52688;0.315837
596;75;0.909964;1;0.0900361;20;15;1.09545;0.632456;1.7279;0.297583
597;75;0.9367;1;0.0633004;20;15;0;1.67332;1.67332;0.279183
598;75;0.929991;1;0.0700085;20;15;1.09545;0.632456;1.7279;0.275015
599;75;0.933303;1;0.0666966;20;15;0;0.632456;0.632456;0.287556
